parent_name	parent_version	child_name	child_version	edge_contexts	cargo_all_targets_active
wasmtime-internal-cranelift	45.0.3	wasmparser	0.248.0	normal:all	true
wasmtime-internal-cranelift	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	wasmtime-internal-core	45.0.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	wasmtime-internal-unwinder	45.0.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	wasmtime-internal-versioned-export-macros	45.0.3	normal:all	true
wasmtime-internal-fiber	45.0.3	cc	1.2.56	build:all	true
wasmtime-internal-fiber	45.0.3	cfg-if	1.0.4	normal:all	true
wasmtime-internal-fiber	45.0.3	libc	0.2.186	normal:cfg(unix)	true
wasmtime-internal-fiber	45.0.3	rustix	1.1.4	normal:cfg(unix)	true
wasmtime-internal-fiber	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wasmtime-internal-fiber	45.0.3	wasmtime-internal-versioned-export-macros	45.0.3	build:all;normal:all	true
wasmtime-internal-fiber	45.0.3	windows-sys	0.61.2	normal:cfg(windows)	true
wasmtime-internal-jit-debug	45.0.3	cc	1.2.56	build:all	true
wasmtime-internal-jit-debug	45.0.3	object	0.39.1	normal:all	true
wasmtime-internal-jit-debug	45.0.3	rustix	1.1.4	"normal:cfg(target_os = ""linux"")"	true
wasmtime-internal-jit-debug	45.0.3	wasmtime-internal-versioned-export-macros	45.0.3	build:all;normal:all	true
wasmtime-internal-jit-icache-coherence	45.0.3	cfg-if	1.0.4	normal:all	true
wasmtime-internal-jit-icache-coherence	45.0.3	libc	0.2.186	"normal:cfg(any(target_os = ""linux"", target_vendor = ""apple"", target_os = ""freebsd"", target_os = ""android""))"	true
wasmtime-internal-jit-icache-coherence	45.0.3	wasmtime-internal-core	45.0.3	normal:all	true
wasmtime-internal-jit-icache-coherence	45.0.3	windows-sys	0.61.2	"normal:cfg(target_os = ""windows"")"	true
wasmtime-internal-unwinder	45.0.3	cfg-if	1.0.4	normal:all	true
wasmtime-internal-unwinder	45.0.3	cranelift-codegen	0.132.3	normal:all	true
wasmtime-internal-unwinder	45.0.3	log	0.4.29	normal:all	true
wasmtime-internal-unwinder	45.0.3	object	0.39.1	normal:all	true
wasmtime-internal-unwinder	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wasmtime-internal-versioned-export-macros	45.0.3	proc-macro2	1.0.106	normal:all	true
wasmtime-internal-versioned-export-macros	45.0.3	quote	1.0.44	normal:all	true
wasmtime-internal-versioned-export-macros	45.0.3	syn	2.0.117	normal:all	true
wasmtime-internal-winch	45.0.3	cranelift-codegen	0.132.3	normal:all	false
wasmtime-internal-winch	45.0.3	gimli	0.33.0	normal:all	false
wasmtime-internal-winch	45.0.3	log	0.4.29	normal:all	false
wasmtime-internal-winch	45.0.3	object	0.39.1	normal:all	false
wasmtime-internal-winch	45.0.3	target-lexicon	0.13.5	normal:all	false
wasmtime-internal-winch	45.0.3	wasmparser	0.248.0	normal:all	false
wasmtime-internal-winch	45.0.3	wasmtime-environ	45.0.3	normal:all	false
wasmtime-internal-winch	45.0.3	wasmtime-internal-cranelift	45.0.3	normal:all	false
wasmtime-internal-winch	45.0.3	winch-codegen	45.0.3	normal:all	false
wasmtime-internal-wit-bindgen	45.0.3	anyhow	1.0.103	normal:all	true
wasmtime-internal-wit-bindgen	45.0.3	bitflags	2.11.0	normal:all	true
wasmtime-internal-wit-bindgen	45.0.3	heck	0.5.0	normal:all	true
wasmtime-internal-wit-bindgen	45.0.3	indexmap	2.14.0	normal:all	true
wasmtime-internal-wit-bindgen	45.0.3	wit-parser	0.248.0	normal:all	true
wasmtime-wasi	45.0.3	async-trait	0.1.89	normal:all	true
wasmtime-wasi	45.0.3	bitflags	2.11.0	normal:all	true
wasmtime-wasi	45.0.3	bytes	1.11.1	normal:all	true
wasmtime-wasi	45.0.3	cap-fs-ext	3.4.5	normal:all	true
wasmtime-wasi	45.0.3	cap-net-ext	3.4.5	normal:all	true
wasmtime-wasi	45.0.3	cap-std	3.4.5	normal:all	true
wasmtime-wasi	45.0.3	cap-time-ext	3.4.5	normal:all	true
wasmtime-wasi	45.0.3	cfg-if	1.0.4	normal:all	true
wasmtime-wasi	45.0.3	fs-set-times	0.20.3	normal:all	true
wasmtime-wasi	45.0.3	futures	0.3.32	normal:all	true
wasmtime-wasi	45.0.3	io-extras	0.18.4	normal:cfg(windows)	true
wasmtime-wasi	45.0.3	io-lifetimes	2.0.4	normal:all	true
wasmtime-wasi	45.0.3	rand	0.10.1	normal:all	true
wasmtime-wasi	45.0.3	rustix	1.1.4	normal:cfg(unix);normal:cfg(windows)	true
wasmtime-wasi	45.0.3	thiserror	2.0.18	normal:all	true
wasmtime-wasi	45.0.3	tokio	1.52.3	normal:all	true
wasmtime-wasi	45.0.3	tracing	0.1.44	normal:all	true
wasmtime-wasi	45.0.3	url	2.5.8	normal:all	true
wasmtime-wasi	45.0.3	wasmtime	45.0.3	normal:all	true
wasmtime-wasi	45.0.3	wasmtime-wasi-io	45.0.3	normal:all	true
wasmtime-wasi	45.0.3	wiggle	45.0.3	normal:all	true
wasmtime-wasi	45.0.3	windows-sys	0.61.2	normal:cfg(windows)	true
wasmtime-wasi-io	45.0.3	async-trait	0.1.89	normal:all	true
wasmtime-wasi-io	45.0.3	bytes	1.11.1	normal:all	true
wasmtime-wasi-io	45.0.3	futures	0.3.32	normal:all	true
wasmtime-wasi-io	45.0.3	tracing	0.1.44	normal:all	true
wasmtime-wasi-io	45.0.3	wasmtime	45.0.3	normal:all	true
wast	250.0.0	bumpalo	3.20.2	normal:all	true
wast	250.0.0	leb128fmt	0.1.0	normal:all	true
wast	250.0.0	memchr	2.8.0	normal:all	true
wast	250.0.0	unicode-width	0.2.2	normal:all	true
wast	250.0.0	wasm-encoder	0.250.0	normal:all	true
wast	35.0.2	leb128	0.2.5	normal:all	true
wat	1.250.0	wast	250.0.0	normal:all	true
web-sys	0.3.90	js-sys	0.3.90	normal:all	true
web-sys	0.3.90	wasm-bindgen	0.2.113	normal:all	true
web-time	1.1.0	js-sys	0.3.90	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
web-time	1.1.0	wasm-bindgen	0.2.113	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
webpki-root-certs	1.0.6	rustls-pki-types	1.14.0	normal:all	true
webpki-roots	0.26.11	webpki-roots	1.0.6	normal:all	true
webpki-roots	1.0.6	rustls-pki-types	1.14.0	normal:all	true
wgpu-types	27.0.1	bitflags	2.11.0	normal:all	false
wgpu-types	27.0.1	bytemuck	1.25.0	normal:all	false
wgpu-types	27.0.1	js-sys	0.3.90	"normal:cfg(target_arch = ""wasm32"")"	false
wgpu-types	27.0.1	log	0.4.29	normal:all	false
wgpu-types	27.0.1	serde	1.0.228	normal:all	false
wgpu-types	27.0.1	thiserror	2.0.18	normal:all	false
wgpu-types	27.0.1	web-sys	0.3.90	"normal:cfg(target_arch = ""wasm32"")"	false
wiggle	45.0.3	bitflags	2.11.0	normal:all	true
wiggle	45.0.3	thiserror	2.0.18	normal:all	true
wiggle	45.0.3	tracing	0.1.44	normal:all	true
wiggle	45.0.3	wasmtime	45.0.3	normal:all	true
wiggle	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wiggle	45.0.3	wiggle-macro	45.0.3	normal:all	true
wiggle-generate	45.0.3	heck	0.5.0	normal:all	true
wiggle-generate	45.0.3	proc-macro2	1.0.106	normal:all	true
wiggle-generate	45.0.3	quote	1.0.44	normal:all	true
wiggle-generate	45.0.3	syn	2.0.117	normal:all	true
wiggle-generate	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wiggle-generate	45.0.3	witx	0.9.1	normal:all	true
wiggle-macro	45.0.3	proc-macro2	1.0.106	normal:all	true
wiggle-macro	45.0.3	quote	1.0.44	normal:all	true
wiggle-macro	45.0.3	syn	2.0.117	normal:all	true
wiggle-macro	45.0.3	wiggle-generate	45.0.3	normal:all	true
winapi	0.3.9	winapi-i686-pc-windows-gnu	0.4.0	normal:i686-pc-windows-gnu	true
winapi	0.3.9	winapi-x86_64-pc-windows-gnu	0.4.0	normal:x86_64-pc-windows-gnu	true
winapi-util	0.1.11	windows-sys	0.61.2	normal:cfg(windows)	true
winch-codegen	45.0.3	cranelift-assembler-x64	0.132.3	normal:all	false
winch-codegen	45.0.3	cranelift-codegen	0.132.3	normal:all	false
winch-codegen	45.0.3	gimli	0.33.0	normal:all	false
winch-codegen	45.0.3	regalloc2	0.15.1	normal:all	false
winch-codegen	45.0.3	smallvec	1.15.1	normal:all	false
winch-codegen	45.0.3	target-lexicon	0.13.5	normal:all	false
winch-codegen	45.0.3	thiserror	2.0.18	normal:all	false
winch-codegen	45.0.3	wasmparser	0.248.0	normal:all	false
winch-codegen	45.0.3	wasmtime-environ	45.0.3	normal:all	false
winch-codegen	45.0.3	wasmtime-internal-core	45.0.3	normal:all	false
winch-codegen	45.0.3	wasmtime-internal-cranelift	45.0.3	normal:all	false
windows-core	0.62.2	windows-implement	0.60.2	normal:all	true
windows-core	0.62.2	windows-interface	0.59.3	normal:all	true
windows-core	0.62.2	windows-link	0.2.1	normal:all	true
windows-core	0.62.2	windows-result	0.4.1	normal:all	true
windows-core	0.62.2	windows-strings	0.5.1	normal:all	true
windows-implement	0.60.2	proc-macro2	1.0.106	normal:all	true
windows-implement	0.60.2	quote	1.0.44	normal:all	true
windows-implement	0.60.2	syn	2.0.117	normal:all	true
windows-interface	0.59.3	proc-macro2	1.0.106	normal:all	true
windows-interface	0.59.3	quote	1.0.44	normal:all	true
windows-interface	0.59.3	syn	2.0.117	normal:all	true
windows-result	0.4.1	windows-link	0.2.1	normal:all	true
windows-strings	0.5.1	windows-link	0.2.1	normal:all	true
windows-sys	0.45.0	windows-targets	0.42.2	normal:cfg(not(windows_raw_dylib))	true
windows-sys	0.52.0	windows-targets	0.52.6	normal:all	true
windows-sys	0.59.0	windows-targets	0.52.6	normal:all	true
windows-sys	0.61.2	windows-link	0.2.1	normal:all	true
windows-targets	0.42.2	windows_aarch64_gnullvm	0.42.2	normal:aarch64-pc-windows-gnullvm	true
windows-targets	0.42.2	windows_aarch64_msvc	0.42.2	normal:aarch64-pc-windows-msvc;normal:aarch64-uwp-windows-msvc	true
windows-targets	0.42.2	windows_i686_gnu	0.42.2	normal:i686-pc-windows-gnu;normal:i686-uwp-windows-gnu	true
windows-targets	0.42.2	windows_i686_msvc	0.42.2	normal:i686-pc-windows-msvc;normal:i686-uwp-windows-msvc	true
windows-targets	0.42.2	windows_x86_64_gnu	0.42.2	normal:x86_64-pc-windows-gnu;normal:x86_64-uwp-windows-gnu	true
windows-targets	0.42.2	windows_x86_64_gnullvm	0.42.2	normal:x86_64-pc-windows-gnullvm	true
windows-targets	0.42.2	windows_x86_64_msvc	0.42.2	normal:x86_64-pc-windows-msvc;normal:x86_64-uwp-windows-msvc	true
windows-targets	0.52.6	windows_aarch64_gnullvm	0.52.6	normal:aarch64-pc-windows-gnullvm	true
windows-targets	0.52.6	windows_aarch64_msvc	0.52.6	"normal:cfg(all(target_arch = ""aarch64"", target_env = ""msvc"", not(windows_raw_dylib)))"	true
windows-targets	0.52.6	windows_i686_gnu	0.52.6	"normal:cfg(all(target_arch = ""x86"", target_env = ""gnu"", not(target_abi = ""llvm""), not(windows_raw_dylib)))"	true
windows-targets	0.52.6	windows_i686_gnullvm	0.52.6	normal:i686-pc-windows-gnullvm	true
windows-targets	0.52.6	windows_i686_msvc	0.52.6	"normal:cfg(all(target_arch = ""x86"", target_env = ""msvc"", not(windows_raw_dylib)))"	true
windows-targets	0.52.6	windows_x86_64_gnu	0.52.6	"normal:cfg(all(target_arch = ""x86_64"", target_env = ""gnu"", not(target_abi = ""llvm""), not(windows_raw_dylib)))"	true
windows-targets	0.52.6	windows_x86_64_gnullvm	0.52.6	normal:x86_64-pc-windows-gnullvm	true
windows-targets	0.52.6	windows_x86_64_msvc	0.52.6	"normal:cfg(all(any(target_arch = ""x86_64"", target_arch = ""arm64ec""), target_env = ""msvc"", not(windows_raw_dylib)))"	true
winnow	0.5.40	memchr	2.8.0	normal:all	false
winnow	0.7.14	memchr	2.8.0	normal:all	false
winx	0.36.4	bitflags	2.11.0	normal:all	true
winx	0.36.4	windows-sys	0.59.0	normal:cfg(windows)	true
wit-bindgen	0.51.0	wit-bindgen-rust-macro	0.51.0	normal:all	false
wit-bindgen-core	0.51.0	anyhow	1.0.103	normal:all	false
wit-bindgen-core	0.51.0	heck	0.5.0	normal:all	false
wit-bindgen-core	0.51.0	wit-parser	0.244.0	normal:all	false
wit-bindgen-rust	0.51.0	anyhow	1.0.103	normal:all	false
wit-bindgen-rust	0.51.0	heck	0.5.0	normal:all	false
wit-bindgen-rust	0.51.0	indexmap	2.14.0	normal:all	false
wit-bindgen-rust	0.51.0	prettyplease	0.2.37	normal:all	false
wit-bindgen-rust	0.51.0	syn	2.0.117	normal:all	false
wit-bindgen-rust	0.51.0	wasm-metadata	0.244.0	normal:all	false
wit-bindgen-rust	0.51.0	wit-bindgen-core	0.51.0	normal:all	false
wit-bindgen-rust	0.51.0	wit-component	0.244.0	normal:all	false
wit-bindgen-rust-macro	0.51.0	anyhow	1.0.103	normal:all	false
wit-bindgen-rust-macro	0.51.0	prettyplease	0.2.37	normal:all	false
wit-bindgen-rust-macro	0.51.0	proc-macro2	1.0.106	normal:all	false
wit-bindgen-rust-macro	0.51.0	quote	1.0.44	normal:all	false
wit-bindgen-rust-macro	0.51.0	syn	2.0.117	normal:all	false
wit-bindgen-rust-macro	0.51.0	wit-bindgen-core	0.51.0	normal:all	false
wit-bindgen-rust-macro	0.51.0	wit-bindgen-rust	0.51.0	normal:all	false
wit-component	0.244.0	anyhow	1.0.103	normal:all	false
wit-component	0.244.0	bitflags	2.11.0	normal:all	false
wit-component	0.244.0	indexmap	2.14.0	normal:all	false
wit-component	0.244.0	log	0.4.29	normal:all	false
wit-component	0.244.0	serde	1.0.228	normal:all	false
wit-component	0.244.0	serde_derive	1.0.228	normal:all	false
wit-component	0.244.0	serde_json	1.0.149	normal:all	false
wit-component	0.244.0	wasm-encoder	0.244.0	normal:all	false
wit-component	0.244.0	wasm-metadata	0.244.0	normal:all	false
wit-component	0.244.0	wasmparser	0.244.0	normal:all	false
wit-component	0.244.0	wit-parser	0.244.0	normal:all	false
wit-parser	0.244.0	anyhow	1.0.103	normal:all	false
wit-parser	0.244.0	id-arena	2.3.0	normal:all	false
wit-parser	0.244.0	indexmap	2.14.0	normal:all	false
wit-parser	0.244.0	log	0.4.29	normal:all	false
wit-parser	0.244.0	semver	1.0.27	normal:all	false
wit-parser	0.244.0	serde	1.0.228	normal:all	false
wit-parser	0.244.0	serde_derive	1.0.228	normal:all	false
wit-parser	0.244.0	serde_json	1.0.149	normal:all	false
wit-parser	0.244.0	unicode-xid	0.2.6	normal:all	false
wit-parser	0.244.0	wasmparser	0.244.0	normal:all	false
wit-parser	0.248.0	anyhow	1.0.103	normal:all	true
wit-parser	0.248.0	hashbrown	0.17.1	normal:all	true
wit-parser	0.248.0	id-arena	2.3.0	normal:all	true
wit-parser	0.248.0	indexmap	2.14.0	normal:all	true
wit-parser	0.248.0	log	0.4.29	normal:all	true
wit-parser	0.248.0	semver	1.0.27	normal:all	true
wit-parser	0.248.0	serde	1.0.228	normal:all	true
wit-parser	0.248.0	serde_derive	1.0.228	normal:all	true
wit-parser	0.248.0	serde_json	1.0.149	normal:all	true
wit-parser	0.248.0	unicode-xid	0.2.6	normal:all	true
wit-parser	0.248.0	wasmparser	0.248.0	normal:all	true
witx	0.9.1	anyhow	1.0.103	normal:all	true
witx	0.9.1	log	0.4.29	normal:all	true
witx	0.9.1	thiserror	1.0.69	normal:all	true
witx	0.9.1	wast	35.0.2	normal:all	true
wtransport	0.6.1	bytes	1.11.1	normal:all	true
wtransport	0.6.1	pem	3.0.6	normal:all	true
wtransport	0.6.1	quinn	0.11.9	normal:all	true
wtransport	0.6.1	rcgen	0.13.2	normal:all	true
wtransport	0.6.1	rustls	0.23.37	normal:all	true
wtransport	0.6.1	rustls-native-certs	0.8.3	normal:all	true
wtransport	0.6.1	rustls-pemfile	2.2.0	normal:all	true
wtransport	0.6.1	rustls-pki-types	1.14.0	normal:all	true
wtransport	0.6.1	sha2	0.10.9	normal:all	true
wtransport	0.6.1	socket2	0.5.10	normal:all	true
wtransport	0.6.1	thiserror	2.0.18	normal:all	true
wtransport	0.6.1	time	0.3.47	normal:all	true
wtransport	0.6.1	tokio	1.52.3	normal:all	true
wtransport	0.6.1	tracing	0.1.44	normal:all	true
wtransport	0.6.1	url	2.5.8	normal:all	true
wtransport	0.6.1	wtransport-proto	0.6.1	normal:all	true
wtransport	0.6.1	x509-parser	0.17.0	normal:all	true
wtransport-proto	0.6.1	httlib-huffman	0.3.4	normal:all	true
wtransport-proto	0.6.1	octets	0.3.5	normal:all	true
wtransport-proto	0.6.1	thiserror	2.0.18	normal:all	true
wtransport-proto	0.6.1	url	2.5.8	normal:all	true
x509-parser	0.17.0	asn1-rs	0.7.1	normal:all	true
x509-parser	0.17.0	data-encoding	2.10.0	normal:all	true
x509-parser	0.17.0	der-parser	10.0.0	normal:all	true
x509-parser	0.17.0	lazy_static	1.5.0	normal:all	true
x509-parser	0.17.0	nom	7.1.3	normal:all	true
x509-parser	0.17.0	oid-registry	0.8.1	normal:all	true
x509-parser	0.17.0	rusticata-macros	4.1.0	normal:all	true
x509-parser	0.17.0	thiserror	2.0.18	normal:all	true
x509-parser	0.17.0	time	0.3.47	normal:all	true
x509-parser	0.18.1	asn1-rs	0.7.1	normal:all	true
x509-parser	0.18.1	data-encoding	2.10.0	normal:all	true
x509-parser	0.18.1	der-parser	10.0.0	normal:all	true
x509-parser	0.18.1	lazy_static	1.5.0	normal:all	true
x509-parser	0.18.1	nom	7.1.3	normal:all	true
x509-parser	0.18.1	oid-registry	0.8.1	normal:all	true
x509-parser	0.18.1	rusticata-macros	4.1.0	normal:all	true
x509-parser	0.18.1	thiserror	2.0.18	normal:all	true
x509-parser	0.18.1	time	0.3.47	normal:all	true
yasna	0.5.2	time	0.3.47	normal:all	true
yoke	0.8.1	stable_deref_trait	1.2.1	normal:all	true
yoke	0.8.1	yoke-derive	0.8.1	normal:all	true
yoke	0.8.1	zerofrom	0.1.6	normal:all	true
yoke-derive	0.8.1	proc-macro2	1.0.106	normal:all	true
yoke-derive	0.8.1	quote	1.0.44	normal:all	true
yoke-derive	0.8.1	syn	2.0.117	normal:all	true
yoke-derive	0.8.1	synstructure	0.13.2	normal:all	true
zenoh	1.7.2	ahash	0.8.12	normal:all	true
zenoh	1.7.2	arc-swap	1.8.2	normal:all	true
zenoh	1.7.2	async-trait	0.1.89	normal:all	true
zenoh	1.7.2	bytes	1.11.1	normal:all	true
zenoh	1.7.2	const_format	0.2.35	normal:all	true
zenoh	1.7.2	flate2	1.1.9	normal:all	true
zenoh	1.7.2	flume	0.11.1	normal:all	true
zenoh	1.7.2	futures	0.3.32	normal:all	true
zenoh	1.7.2	git-version	0.3.9	normal:all	true
zenoh	1.7.2	itertools	0.14.0	normal:all	true
zenoh	1.7.2	json5	0.4.1	normal:all	true
zenoh	1.7.2	lazy_static	1.5.0	normal:all	true
zenoh	1.7.2	nonempty-collections	0.3.1	normal:all	true
zenoh	1.7.2	once_cell	1.21.3	normal:all	true
zenoh	1.7.2	petgraph	0.8.3	normal:all	true
zenoh	1.7.2	phf	0.13.1	normal:all	true
zenoh	1.7.2	rand	0.8.6	normal:all	true
zenoh	1.7.2	ref-cast	1.0.25	normal:all	true
zenoh	1.7.2	rustc_version	0.4.1	build:all	true
zenoh	1.7.2	serde	1.0.228	normal:all	true
zenoh	1.7.2	serde_json	1.0.149	normal:all	true
zenoh	1.7.2	socket2	0.5.10	normal:all	true
zenoh	1.7.2	tokio	1.52.3	normal:all	true
zenoh	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh	1.7.2	tracing	0.1.44	normal:all	true
zenoh	1.7.2	uhlc	0.8.2	normal:all	true
zenoh	1.7.2	vec_map	0.8.2	normal:all	true
zenoh	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-codec	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-collections	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-keyexpr	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-link	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-macros	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-plugin-trait	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-sync	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-task	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-transport	1.7.2	normal:all	true
zenoh	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-buffers	1.7.2	zenoh-collections	1.7.2	normal:all	true
zenoh-codec	1.7.2	tracing	0.1.44	normal:all	true
zenoh-codec	1.7.2	uhlc	0.8.2	normal:all	true
zenoh-codec	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh-codec	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-collections	1.7.2	ahash	0.8.12	normal:all	true
zenoh-config	1.7.2	json5	0.4.1	normal:all	true
zenoh-config	1.7.2	nonempty-collections	0.3.1	normal:all	true
zenoh-config	1.7.2	num_cpus	1.17.0	normal:all	true
zenoh-config	1.7.2	secrecy	0.8.0	normal:all	true
zenoh-config	1.7.2	serde	1.0.228	normal:all	true
zenoh-config	1.7.2	serde_json	1.0.149	normal:all	true
zenoh-config	1.7.2	serde_with	3.17.0	normal:all	true
zenoh-config	1.7.2	serde_yaml	0.9.34+deprecated	normal:all	true
zenoh-config	1.7.2	tracing	0.1.44	normal:all	true
zenoh-config	1.7.2	uhlc	0.8.2	normal:all	true
zenoh-config	1.7.2	validated_struct	2.2.0	normal:all	true
zenoh-config	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-config	1.7.2	zenoh-keyexpr	1.7.2	normal:all	true
zenoh-config	1.7.2	zenoh-macros	1.7.2	normal:all	true
zenoh-config	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-config	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-config	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-core	1.7.2	lazy_static	1.5.0	normal:all	true
zenoh-core	1.7.2	tokio	1.52.3	normal:all	true
zenoh-core	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-core	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-crypto	1.7.2	aes	0.8.4	normal:all	true
zenoh-crypto	1.7.2	hmac	0.12.1	normal:all	true
zenoh-crypto	1.7.2	rand	0.8.6	normal:all	true
zenoh-crypto	1.7.2	rand_chacha	0.3.1	normal:all	true
zenoh-crypto	1.7.2	sha3	0.10.8	normal:all	true
zenoh-crypto	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-keyexpr	1.7.2	getrandom	0.2.17	normal:all	true
zenoh-keyexpr	1.7.2	hashbrown	0.16.1	"normal:cfg(not(features = ""std""))"	true
zenoh-keyexpr	1.7.2	keyed-set	1.1.0	normal:all	true
zenoh-keyexpr	1.7.2	rand	0.8.6	normal:all	true
zenoh-keyexpr	1.7.2	schemars	1.2.1	normal:all	true
zenoh-keyexpr	1.7.2	serde	1.0.228	normal:all	true
zenoh-keyexpr	1.7.2	token-cell	2.1.1	normal:all	true
zenoh-keyexpr	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-quic	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-quic_datagram	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-tcp	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-tls	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-udp	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-unixsock_stream	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-link-ws	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-commons	1.7.2	base64	0.22.1	normal:all	true
zenoh-link-commons	1.7.2	flume	0.11.1	normal:all	true
zenoh-link-commons	1.7.2	futures	0.3.32	normal:all	true
zenoh-link-commons	1.7.2	quinn	0.11.9	normal:all	true
zenoh-link-commons	1.7.2	rustls	0.23.37	normal:all	true
zenoh-link-commons	1.7.2	rustls-pemfile	2.2.0	normal:all	true
zenoh-link-commons	1.7.2	rustls-pki-types	1.14.0	normal:all	true
zenoh-link-commons	1.7.2	rustls-webpki	0.103.13	normal:all	true
zenoh-link-commons	1.7.2	secrecy	0.8.0	normal:all	true
zenoh-link-commons	1.7.2	serde	1.0.228	normal:all	true
zenoh-link-commons	1.7.2	socket2	0.5.10	normal:all	true
zenoh-link-commons	1.7.2	time	0.3.47	normal:all	true
zenoh-link-commons	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-commons	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-commons	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-commons	1.7.2	webpki-roots	1.0.6	normal:all	true
zenoh-link-commons	1.7.2	x509-parser	0.18.1	normal:all	true
zenoh-link-commons	1.7.2	zenoh-buffers	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-codec	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-result	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-runtime	1.7.2	normal:all	true
zenoh-link-commons	1.7.2	zenoh-util	1.7.2	normal:all	true
zenoh-link-quic	1.7.2	async-trait	0.1.89	normal:all	true
zenoh-link-quic	1.7.2	base64	0.22.1	normal:all	true
zenoh-link-quic	1.7.2	quinn	0.11.9	normal:all	true
zenoh-link-quic	1.7.2	rustls	0.23.37	normal:all	true
zenoh-link-quic	1.7.2	rustls-pemfile	2.2.0	normal:all	true
zenoh-link-quic	1.7.2	rustls-webpki	0.103.13	normal:all	true
zenoh-link-quic	1.7.2	secrecy	0.8.0	normal:all	true
zenoh-link-quic	1.7.2	time	0.3.47	normal:all	true
zenoh-link-quic	1.7.2	tokio	1.52.3	normal:all	true
zenoh-link-quic	1.7.2	tokio-util	0.7.18	normal:all	true
zenoh-link-quic	1.7.2	tracing	0.1.44	normal:all	true
zenoh-link-quic	1.7.2	webpki-roots	1.0.6	normal:all	true
zenoh-link-quic	1.7.2	zenoh-config	1.7.2	normal:all	true
zenoh-link-quic	1.7.2	zenoh-core	1.7.2	normal:all	true
zenoh-link-quic	1.7.2	zenoh-link-commons	1.7.2	normal:all	true
zenoh-link-quic	1.7.2	zenoh-protocol	1.7.2	normal:all	true
zenoh-link-quic	1.7.2	zenoh-result	1.7.2	normal:all	true
